,author,quotes
57,Dr. Seuss Quotes,"The problem with writing a book in verse is, to be successful, it has to sound like you knocked it off on a rainy Friday afternoon. It has to sound easy. When you can do it, it helps tremendously because it’s a thing that forces kids to read on. You have this unconsummated feeling if you stop."
58,Dr. Seuss Quotes,‘The Lorax’ book was intended to be propaganda.
59,Dr. Seuss Quotes,"Preachers in pulpits talked about what a great message is in the book. No matter what you do, somebody always imputes meaning into your books."
60,Dr. Seuss Quotes,"I stay out of politics because if I begin thinking too much about politics, I’ll probably… drop writing children’s books and become a political cartoonist again."
61,Dr. Seuss Quotes,I am not a consecutive writer.
62,Dr. Seuss Quotes,"Whenever things go a bit sour in a job I’m doing, I always tell myself, ‘You can do better than this.’"
63,Dr. Seuss Quotes,"So the writer who breeds more words than he needs, is making a chore for the reader who reads."
64,Dr. Seuss Quotes,You have to be a speedy reader because there’s so so much to read.
65,Dr. Seuss Quotes,"You can get help from teachers, but you are going to have to learn a lot by yourself, sitting alone in a room."
66,Dr. Seuss Quotes,It is better to know how to learn than to know.
67,Dr. Seuss Quotes,"If you keep your eyes open enough, oh, the stuff you will learn. Oh, the most wonderful stuff."
68,Dr. Seuss Quotes,"Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!"
69,Dr. Seuss Quotes,"There’s no limit to how much you’ll know, depending how far beyond zebra you go."
70,Dr. Seuss Quotes,"Words and pictures are yin and yang. Married, they produce a progeny more interesting than either parent."
71,Dr. Seuss Quotes,"What it really said to me is how hard the people at our school work, … All of our employees who work here are working hard to do what’s right for our kids."
72,Dr. Seuss Quotes,I would not like them here or there. I would not like them anywhere. I do not like green eggs and ham. I do not like them Sam I Am.
73,Dr. Seuss Quotes,We looked! Then we saw him. Step in on the mat! We looked! And we saw him! The Cat in the Hat!
74,Dr. Seuss Quotes,"My wonderful weapon, the Jigger-Rock Snatchem, will fling ‘em right back just as quick as we catch ‘em."
75,Dr. Seuss Quotes,"So, on beyond Z! It’s high time you were shown. That you really don’t know. All there is to be known."
76,Dr. Seuss Quotes,Just go. Go. Go! I don’t care how. You can go by foot. You can go by cow.
77,Dr. Seuss Quotes,"And that is a story that no one can beat, When I say that I saw it on Mulberry Street."
78,Dr. Seuss Quotes,"And turtles, of course… all the turtles are FREE. As turtles and, maybe, ALL creatures should be."
0,George Washington Quotes,"My mother was the most beautiful woman I ever saw. All I am I owe to my mother. I attribute all my success in life to the moral, intellectual and physical education I received from her.”“My first wish is to see this plague of mankind, war, banished from the earth."
1,George Washington Quotes,"True friendship is a plant of slow growth, and must undergo and withstand the shocks of adversity, before it is entitled to the appellation."
2,George Washington Quotes,Let us with caution indulge the supposition that morality can be maintained without religion. Reason and experience both forbid us to expect that national morality can prevail in exclusion of religious principle.
3,George Washington Quotes,"Labor to keep alive in your breast that little spark of celestial fire, called conscience."
4,George Washington Quotes,"I have always considered marriage as the most interesting event of one’s life, the foundation of happiness or misery."
